CODE,YEAR,VACCINE_DESCRIPTION,INTRO
DNK,2013,Meningococcal meningitis vaccines (all strains),No
DNK,2013,Mumps vaccine,Yes
DNK,2013,PCV (Pneumococcal conjugate vaccine),Yes
DNK,2013,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2013,Rotavirus vaccine,No
DNK,2013,Rubella vaccine,Yes
DNK,2013,Seasonal Influenza vaccine,Yes
DNK,2013,Typhoid,No
DNK,2013,Varicella vaccine,No
DNK,2013,YF (Yellow fever) vaccine,No
DNK,2012,aP (acellular pertussis) vaccine,Yes
DNK,2012,Hepatitis A vaccine,No
DNK,2012,Hepatitis B vaccine,Yes (r)
DNK,2012,HepB birth dose,Yes (r)
DNK,2012,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2012,HPV (Human Papilloma Virus) vaccine,Yes
DNK,2012,IPV (Inactivated polio vaccine),Yes
DNK,2012,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2012,Japanese Encephalitis,No
DNK,2012,Measles-containing vaccine 2nd dose,Yes
DNK,2012,Meningococcal meningitis vaccines (all strains),No
DNK,2012,Mumps vaccine,Yes
DNK,2012,PCV (Pneumococcal conjugate vaccine),Yes
DNK,2012,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2012,Rotavirus vaccine,No
DNK,2012,Rubella vaccine,Yes
DNK,2012,Seasonal Influenza vaccine,Yes
DNK,2012,Typhoid,No
DNK,2012,Varicella vaccine,No
DNK,2012,YF (Yellow fever) vaccine,No
DNK,2011,aP (acellular pertussis) vaccine,Yes
DNK,2011,Hepatitis A vaccine,No
DNK,2011,Hepatitis B vaccine,Yes (r)
DNK,2011,HepB birth dose,Yes (r)
DNK,2011,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2011,HPV (Human Papilloma Virus) vaccine,Yes
DNK,2011,IPV (Inactivated polio vaccine),Yes
DNK,2011,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2011,Japanese Encephalitis,No
DNK,2011,Measles-containing vaccine 2nd dose,Yes
DNK,2011,Meningococcal meningitis vaccines (all strains),No
DNK,2011,Mumps vaccine,Yes
DNK,2011,PCV (Pneumococcal conjugate vaccine),Yes
DNK,2011,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2011,Rotavirus vaccine,No
DNK,2011,Rubella vaccine,Yes
DNK,2011,Seasonal Influenza vaccine,Yes
DNK,2011,Typhoid,No
DNK,2011,Varicella vaccine,No
DNK,2011,YF (Yellow fever) vaccine,No
DNK,2010,aP (acellular pertussis) vaccine,Yes
DNK,2010,Hepatitis A vaccine,No
DNK,2010,Hepatitis B vaccine,Yes (r)
DNK,2010,HepB birth dose,Yes (r)
DNK,2010,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2010,HPV (Human Papilloma Virus) vaccine,Yes
DNK,2010,IPV (Inactivated polio vaccine),Yes
DNK,2010,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2010,Japanese Encephalitis,No
DNK,2010,Measles-containing vaccine 2nd dose,Yes
DNK,2010,Meningococcal meningitis vaccines (all strains),No
DNK,2010,Mumps vaccine,Yes
DNK,2010,PCV (Pneumococcal conjugate vaccine),Yes
DNK,2010,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2010,Rotavirus vaccine,No
DNK,2010,Rubella vaccine,Yes
DNK,2010,Seasonal Influenza vaccine,Yes
DNK,2010,Typhoid,No
DNK,2010,Varicella vaccine,No
DNK,2010,YF (Yellow fever) vaccine,No
DNK,2009,aP (acellular pertussis) vaccine,Yes
DNK,2009,Hepatitis A vaccine,No
DNK,2009,Hepatitis B vaccine,Yes (r)
DNK,2009,HepB birth dose,Yes (r)
DNK,2009,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2009,HPV (Human Papilloma Virus) vaccine,Yes
DNK,2009,IPV (Inactivated polio vaccine),Yes
DNK,2009,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2009,Japanese Encephalitis,No
DNK,2009,Measles-containing vaccine 2nd dose,Yes
DNK,2009,Meningococcal meningitis vaccines (all strains),No
DNK,2009,Mumps vaccine,Yes
DNK,2009,PCV (Pneumococcal conjugate vaccine),Yes
DNK,2009,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2009,Rotavirus vaccine,No
DNK,2009,Rubella vaccine,Yes
DNK,2009,Seasonal Influenza vaccine,Yes
DNK,2009,Typhoid,No
DNK,2009,Varicella vaccine,No
DNK,2009,YF (Yellow fever) vaccine,No
DNK,2008,aP (acellular pertussis) vaccine,Yes
DNK,2008,Hepatitis A vaccine,No
DNK,2008,Hepatitis B vaccine,No
DNK,2008,HepB birth dose,No
DNK,2008,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2008,HPV (Human Papilloma Virus) vaccine,Yes
DNK,2008,IPV (Inactivated polio vaccine),Yes
DNK,2008,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2008,Japanese Encephalitis,No
DNK,2008,Measles-containing vaccine 2nd dose,Yes
DNK,2008,Meningococcal meningitis vaccines (all strains),No
DNK,2008,Mumps vaccine,Yes
DNK,2008,PCV (Pneumococcal conjugate vaccine),Yes
DNK,2008,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2008,Rotavirus vaccine,No
DNK,2008,Rubella vaccine,Yes
DNK,2008,Seasonal Influenza vaccine,Yes
DNK,2008,Typhoid,No
DNK,2008,Varicella vaccine,No
DNK,2008,YF (Yellow fever) vaccine,No
DNK,2007,aP (acellular pertussis) vaccine,Yes
DNK,2007,Hepatitis A vaccine,No
DNK,2007,Hepatitis B vaccine,No
DNK,2007,HepB birth dose,No
DNK,2007,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2007,HPV (Human Papilloma Virus) vaccine,Yes
DNK,2007,IPV (Inactivated polio vaccine),Yes
DNK,2007,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2007,Japanese Encephalitis,No
DNK,2007,Measles-containing vaccine 2nd dose,Yes
DNK,2007,Meningococcal meningitis vaccines (all strains),No
DNK,2007,Mumps vaccine,Yes
DNK,2007,PCV (Pneumococcal conjugate vaccine),Yes
DNK,2007,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2007,Rotavirus vaccine,No
DNK,2007,Rubella vaccine,Yes
DNK,2007,Seasonal Influenza vaccine,Yes
DNK,2007,Typhoid,No
DNK,2007,Varicella vaccine,No
DNK,2007,YF (Yellow fever) vaccine,No
DNK,2006,aP (acellular pertussis) vaccine,Yes
DNK,2006,Hepatitis A vaccine,No
DNK,2006,Hepatitis B vaccine,No
DNK,2006,HepB birth dose,No
DNK,2006,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2006,HPV (Human Papilloma Virus) vaccine,No
DNK,2006,IPV (Inactivated polio vaccine),Yes
DNK,2006,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2006,Japanese Encephalitis,No
DNK,2006,Measles-containing vaccine 2nd dose,Yes
DNK,2006,Meningococcal meningitis vaccines (all strains),No
DNK,2006,Mumps vaccine,Yes
DNK,2006,PCV (Pneumococcal conjugate vaccine),No
DNK,2006,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2006,Rotavirus vaccine,No
DNK,2006,Rubella vaccine,Yes
DNK,2006,Seasonal Influenza vaccine,No
DNK,2006,Typhoid,No
DNK,2006,Varicella vaccine,No
DNK,2006,YF (Yellow fever) vaccine,No
DNK,2005,aP (acellular pertussis) vaccine,No
DNK,2005,Hepatitis A vaccine,No
DNK,2005,Hepatitis B vaccine,No
DNK,2005,HepB birth dose,No
DNK,2005,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2005,IPV (Inactivated polio vaccine),Yes
DNK,2005,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2005,Japanese Encephalitis,No
DNK,2005,Measles-containing vaccine 2nd dose,Yes
DNK,2005,Meningococcal meningitis vaccines (all strains),No
DNK,2005,Mumps vaccine,Yes
DNK,2005,PCV (Pneumococcal conjugate vaccine),No
DNK,2005,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2005,Rubella vaccine,Yes
DNK,2005,Seasonal Influenza vaccine,No
DNK,2005,Typhoid,No
DNK,2005,Varicella vaccine,No
DNK,2005,YF (Yellow fever) vaccine,No
DNK,2004,aP (acellular pertussis) vaccine,No
DNK,2004,Hepatitis A vaccine,No
DNK,2004,Hepatitis B vaccine,No
DNK,2004,HepB birth dose,No
DNK,2004,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2004,IPV (Inactivated polio vaccine),Yes
DNK,2004,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2004,Japanese Encephalitis,No
DNK,2004,Measles-containing vaccine 2nd dose,Yes
DNK,2004,Meningococcal meningitis vaccines (all strains),No
DNK,2004,Mumps vaccine,Yes
DNK,2004,PCV (Pneumococcal conjugate vaccine),No
DNK,2004,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2004,Rubella vaccine,Yes
DNK,2004,Seasonal Influenza vaccine,No
DNK,2004,Typhoid,No
DNK,2004,Varicella vaccine,No
DNK,2004,YF (Yellow fever) vaccine,No
DNK,2003,aP (acellular pertussis) vaccine,No
DNK,2003,Hepatitis A vaccine,No
DNK,2003,Hepatitis B vaccine,No
DNK,2003,HepB birth dose,No
DNK,2003,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2003,IPV (Inactivated polio vaccine),Yes
DNK,2003,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2003,Japanese Encephalitis,No
DNK,2003,Measles-containing vaccine 2nd dose,Yes
DNK,2003,Meningococcal meningitis vaccines (all strains),No
DNK,2003,Mumps vaccine,Yes
DNK,2003,PCV (Pneumococcal conjugate vaccine),No
DNK,2003,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2003,Rubella vaccine,Yes
DNK,2003,Seasonal Influenza vaccine,No
DNK,2003,Typhoid,No
DNK,2003,Varicella vaccine,No
DNK,2003,YF (Yellow fever) vaccine,No
DNK,2002,aP (acellular pertussis) vaccine,No
DNK,2002,Hepatitis A vaccine,No
DNK,2002,Hepatitis B vaccine,No
DNK,2002,HepB birth dose,No
DNK,2002,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2002,IPV (Inactivated polio vaccine),Yes
DNK,2002,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,2002,Japanese Encephalitis,No
DNK,2002,Measles-containing vaccine 2nd dose,Yes
DNK,2002,Meningococcal meningitis vaccines (all strains),No
DNK,2002,Mumps vaccine,Yes
DNK,2002,PCV (Pneumococcal conjugate vaccine),No
DNK,2002,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2002,Rubella vaccine,Yes
DNK,2002,Seasonal Influenza vaccine,No
DNK,2002,Typhoid,No
DNK,2002,Varicella vaccine,No
DNK,2002,YF (Yellow fever) vaccine,No
DNK,2001,aP (acellular pertussis) vaccine,No
DNK,2001,Hepatitis B vaccine,No
DNK,2001,HepB birth dose,No
DNK,2001,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2001,IPV (Inactivated polio vaccine),Yes
DNK,2001,Japanese Encephalitis,No
DNK,2001,Measles-containing vaccine 2nd dose,Yes
DNK,2001,Meningococcal meningitis vaccines (all strains),No
DNK,2001,Mumps vaccine,Yes
DNK,2001,PCV (Pneumococcal conjugate vaccine),No
DNK,2001,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2001,Rubella vaccine,Yes
DNK,2001,Seasonal Influenza vaccine,No
DNK,2001,Varicella vaccine,No
DNK,2001,YF (Yellow fever) vaccine,No
DNK,2000,Hepatitis B vaccine,No
DNK,2000,HepB birth dose,No
DNK,2000,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,2000,IPV (Inactivated polio vaccine),Yes
DNK,2000,Measles-containing vaccine 2nd dose,Yes
DNK,2000,Meningococcal meningitis vaccines (all strains),No
DNK,2000,Mumps vaccine,Yes
DNK,2000,PCV (Pneumococcal conjugate vaccine),No
DNK,2000,PPV (Pneumococcal polysaccharide vaccine),No
DNK,2000,Rubella vaccine,Yes
DNK,2000,Seasonal Influenza vaccine,No
DNK,2000,YF (Yellow fever) vaccine,No
DNK,1999,Hepatitis B vaccine,No
DNK,1999,HepB birth dose,No
DNK,1999,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,1999,IPV (Inactivated polio vaccine),Yes
DNK,1999,Measles-containing vaccine 2nd dose,Yes
DNK,1999,Meningococcal meningitis vaccines (all strains),No
DNK,1999,Mumps vaccine,Yes
DNK,1999,PPV (Pneumococcal polysaccharide vaccine),No
DNK,1999,Rubella vaccine,Yes
DNK,1999,Seasonal Influenza vaccine,No
DNK,1999,YF (Yellow fever) vaccine,No
DNK,1998,Hepatitis B vaccine,No
DNK,1998,HepB birth dose,No
DNK,1998,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,1998,IPV (Inactivated polio vaccine),Yes
DNK,1998,Measles-containing vaccine 2nd dose,Yes
DNK,1998,Mumps vaccine,Yes
DNK,1998,Rubella vaccine,Yes
DNK,1998,Seasonal Influenza vaccine,No
DNK,1998,YF (Yellow fever) vaccine,No
DNK,1997,Hepatitis B vaccine,No
DNK,1997,HepB birth dose,No
DNK,1997,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,1997,IPV (Inactivated polio vaccine),Yes
DNK,1997,Measles-containing vaccine 2nd dose,Yes
DNK,1997,Mumps vaccine,Yes
DNK,1997,Rubella vaccine,Yes
DNK,1997,Seasonal Influenza vaccine,No
DNK,1997,YF (Yellow fever) vaccine,No
DNK,1996,Hepatitis B vaccine,No
DNK,1996,HepB birth dose,No
DNK,1996,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,1996,IPV (Inactivated polio vaccine),Yes
DNK,1996,Measles-containing vaccine 2nd dose,Yes
DNK,1996,Mumps vaccine,Yes
DNK,1996,Rubella vaccine,Yes
DNK,1996,Seasonal Influenza vaccine,No
DNK,1996,YF (Yellow fever) vaccine,No
DNK,1995,Hepatitis B vaccine,No
DNK,1995,HepB birth dose,No
DNK,1995,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,1995,IPV (Inactivated polio vaccine),Yes
DNK,1995,IPV (Inactivated polio vaccine) 2nd dose,Yes
DNK,1995,Measles-containing vaccine 2nd dose,Yes
DNK,1995,Mumps vaccine,Yes
DNK,1995,Rubella vaccine,Yes
DNK,1995,Seasonal Influenza vaccine,No
DNK,1995,YF (Yellow fever) vaccine,No
DNK,1994,Hepatitis B vaccine,No
DNK,1994,HepB birth dose,No
DNK,1994,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,1994,IPV (Inactivated polio vaccine),Yes
DNK,1994,Measles-containing vaccine 2nd dose,Yes
DNK,1994,Mumps vaccine,No
DNK,1994,Rubella vaccine,Yes
DNK,1994,Seasonal Influenza vaccine,No
DNK,1994,YF (Yellow fever) vaccine,No
DNK,1993,Hepatitis B vaccine,No
DNK,1993,HepB birth dose,No
DNK,1993,Hib (Haemophilus influenzae type B) vaccine,Yes
DNK,1993,IPV (Inactivated polio vaccine),Yes
DNK,1993,Measles-containing vaccine 2nd dose,Yes
DNK,1993,Mumps vaccine,No
DNK,1993,Rubella vaccine,Yes
DNK,1993,Seasonal Influenza vaccine,No
DNK,1993,YF (Yellow fever) vaccine,No
DNK,1992,Hepatitis B vaccine,No
DNK,1992,HepB birth dose,No
DNK,1992,Hib (Haemophilus influenzae type B) vaccine,No
DNK,1992,IPV (Inactivated polio vaccine),Yes
DNK,1992,Measles-containing vaccine 2nd dose,Yes
DNK,1992,Mumps vaccine,No
DNK,1992,Rubella vaccine,Yes
DNK,1992,Seasonal Influenza vaccine,No
DNK,1992,YF (Yellow fever) vaccine,No
DNK,1991,Hepatitis B vaccine,No
DNK,1991,HepB birth dose,No
DNK,1991,Hib (Haemophilus influenzae type B) vaccine,No
DNK,1991,IPV (Inactivated polio vaccine),Yes
DNK,1991,Measles-containing vaccine 2nd dose,Yes
DNK,1991,Mumps vaccine,No
DNK,1991,Rubella vaccine,Yes
DNK,1991,Seasonal Influenza vaccine,No
DNK,1991,YF (Yellow fever) vaccine,No
DNK,1990,Hepatitis B vaccine,No
DNK,1990,HepB birth dose,No
DNK,1990,Hib (Haemophilus influenzae type B) vaccine,No
DNK,1990,IPV (Inactivated polio vaccine),Yes
DNK,1990,Measles-containing vaccine 2nd dose,Yes
DNK,1990,Mumps vaccine,No
DNK,1990,Rubella vaccine,Yes
DNK,1990,Seasonal Influenza vaccine,No
DNK,1990,YF (Yellow fever) vaccine,No
DNK,1989,Hepatitis B vaccine,No
DNK,1989,HepB birth dose,No
DNK,1989,Hib (Haemophilus influenzae type B) vaccine,No
DNK,1989,IPV (Inactivated polio vaccine),Yes
DNK,1989,Measles-containing vaccine 2nd dose,Yes
DNK,1989,Mumps vaccine,No
DNK,1989,Rubella vaccine,Yes
DNK,1989,Seasonal Influenza vaccine,No
DNK,1989,YF (Yellow fever) vaccine,No
DNK,1988,Hepatitis B vaccine,No
DNK,1988,Hib (Haemophilus influenzae type B) vaccine,No
DNK,1988,IPV (Inactivated polio vaccine),Yes
DNK,1988,Measles-containing vaccine 2nd dose,Yes
DNK,1988,Mumps vaccine,No
DNK,1988,Rubella vaccine,Yes
DNK,1988,Seasonal Influenza vaccine,No
DNK,1988,YF (Yellow fever) vaccine,No
DNK,1987,Hepatitis B vaccine,No
DNK,1987,Hib (Haemophilus influenzae type B) vaccine,No
DNK,1987,IPV (Inactivated polio vaccine),Yes
DNK,1987,Measles-containing vaccine 2nd dose,Yes
DNK,1987,Mumps vaccine,No
DNK,1987,Rubella vaccine,Yes
DNK,1987,Seasonal Influenza vaccine,No
DNK,1987,YF (Yellow fever) vaccine,No
DNK,1986,Hepatitis B vaccine,No
DNK,1986,Hib (Haemophilus influenzae type B) vaccine,No
DNK,1986,IPV (Inactivated polio vaccine),Yes
DNK,1986,Measles-containing vaccine 2nd dose,No
DNK,1986,Mumps vaccine,No
DNK,1986,Rubella vaccine,No
DNK,1986,Seasonal Influenza vaccine,No
DNK,1986,YF (Yellow fever) vaccine,No
DNK,1985,Hepatitis B vaccine,No
DNK,1985,IPV (Inactivated polio vaccine),Yes
DNK,1985,Measles-containing vaccine 2nd dose,No
DNK,1985,Mumps vaccine,No
DNK,1985,Rubella vaccine,No
DNK,1985,Seasonal Influenza vaccine,No
DNK,1985,YF (Yellow fever) vaccine,No
DNK,1984,Hepatitis B vaccine,No
DNK,1984,IPV (Inactivated polio vaccine),Yes
DNK,1984,Measles-containing vaccine 2nd dose,No
DNK,1984,Mumps vaccine,No
DNK,1984,Rubella vaccine,No
DNK,1984,Seasonal Influenza vaccine,No
DNK,1984,YF (Yellow fever) vaccine,No
DNK,1983,Hepatitis B vaccine,No
DNK,1983,IPV (Inactivated polio vaccine),Yes
DNK,1983,Measles-containing vaccine 2nd dose,No
DNK,1983,Mumps vaccine,No
DNK,1983,Rubella vaccine,No
DNK,1983,Seasonal Influenza vaccine,No
DNK,1983,YF (Yellow fever) vaccine,No
DNK,1982,Hepatitis B vaccine,No
DNK,1982,IPV (Inactivated polio vaccine),Yes
DNK,1982,Measles-containing vaccine 2nd dose,No
DNK,1982,Mumps vaccine,No
DNK,1982,Rubella vaccine,No
DNK,1982,Seasonal Influenza vaccine,No
DNK,1982,YF (Yellow fever) vaccine,No
DNK,1981,IPV (Inactivated polio vaccine),Yes
DNK,1981,Measles-containing vaccine 2nd dose,No
DNK,1981,Mumps vaccine,No
DNK,1981,Rubella vaccine,No
DNK,1981,Seasonal Influenza vaccine,No
DNK,1981,YF (Yellow fever) vaccine,No
DNK,1980,IPV (Inactivated polio vaccine),Yes
DNK,1980,Measles-containing vaccine 2nd dose,No
DNK,1980,Mumps vaccine,No
DNK,1980,Rubella vaccine,No
DNK,1980,Seasonal Influenza vaccine,No
DNK,1980,YF (Yellow fever) vaccine,No
DNK,1979,IPV (Inactivated polio vaccine),Yes
DNK,1979,Measles-containing vaccine 2nd dose,No
DNK,1979,Mumps vaccine,No
DNK,1979,Rubella vaccine,No
DNK,1979,Seasonal Influenza vaccine,No
DNK,1979,YF (Yellow fever) vaccine,No
DNK,1978,IPV (Inactivated polio vaccine),Yes
DNK,1978,Measles-containing vaccine 2nd dose,No
DNK,1978,Mumps vaccine,No
DNK,1978,Rubella vaccine,No
DNK,1978,Seasonal Influenza vaccine,No
DNK,1978,YF (Yellow fever) vaccine,No
DNK,1977,IPV (Inactivated polio vaccine),Yes
DNK,1977,Measles-containing vaccine 2nd dose,No
DNK,1977,Mumps vaccine,No
DNK,1977,Rubella vaccine,No
DNK,1977,Seasonal Influenza vaccine,No
DNK,1977,YF (Yellow fever) vaccine,No
DNK,1976,IPV (Inactivated polio vaccine),Yes
DNK,1976,Measles-containing vaccine 2nd dose,No
DNK,1976,Mumps vaccine,No
DNK,1976,Rubella vaccine,No
DNK,1976,Seasonal Influenza vaccine,No
DNK,1976,YF (Yellow fever) vaccine,No
DNK,1975,IPV (Inactivated polio vaccine),Yes
DNK,1975,Measles-containing vaccine 2nd dose,No
DNK,1975,Mumps vaccine,No
DNK,1975,Rubella vaccine,No
DNK,1975,Seasonal Influenza vaccine,No
DNK,1975,YF (Yellow fever) vaccine,No
DNK,1974,IPV (Inactivated polio vaccine),Yes
DNK,1974,Measles-containing vaccine 2nd dose,No
DNK,1974,Mumps vaccine,No
DNK,1974,Rubella vaccine,No
DNK,1974,Seasonal Influenza vaccine,No
DNK,1974,YF (Yellow fever) vaccine,No
DNK,1973,IPV (Inactivated polio vaccine),Yes
DNK,1973,Measles-containing vaccine 2nd dose,No
DNK,1973,Mumps vaccine,No
DNK,1973,Rubella vaccine,No
DNK,1973,Seasonal Influenza vaccine,No
DNK,1973,YF (Yellow fever) vaccine,No
DNK,1972,IPV (Inactivated polio vaccine),Yes
DNK,1972,Measles-containing vaccine 2nd dose,No
DNK,1972,Mumps vaccine,No
DNK,1972,Rubella vaccine,No
DNK,1972,Seasonal Influenza vaccine,No
DNK,1972,YF (Yellow fever) vaccine,No
DNK,1971,IPV (Inactivated polio vaccine),Yes
DNK,1971,Measles-containing vaccine 2nd dose,No
DNK,1971,Mumps vaccine,No
DNK,1971,Rubella vaccine,No
DNK,1971,Seasonal Influenza vaccine,No
DNK,1971,YF (Yellow fever) vaccine,No
DNK,1970,IPV (Inactivated polio vaccine),Yes
DNK,1970,Measles-containing vaccine 2nd dose,No
DNK,1970,Mumps vaccine,No
DNK,1970,Rubella vaccine,No
DNK,1970,Seasonal Influenza vaccine,No
DNK,1970,YF (Yellow fever) vaccine,No
DNK,1969,IPV (Inactivated polio vaccine),Yes
DNK,1969,Measles-containing vaccine 2nd dose,No
DNK,1969,Mumps vaccine,No
DNK,1969,Rubella vaccine,No
DNK,1969,Seasonal Influenza vaccine,No
DNK,1969,YF (Yellow fever) vaccine,No
DNK,1968,IPV (Inactivated polio vaccine),Yes
DNK,1968,Measles-containing vaccine 2nd dose,No
DNK,1968,Seasonal Influenza vaccine,No
DNK,1968,YF (Yellow fever) vaccine,No
DNK,1967,IPV (Inactivated polio vaccine),Yes
DNK,1967,Measles-containing vaccine 2nd dose,No
DNK,1967,Seasonal Influenza vaccine,No
DNK,1967,YF (Yellow fever) vaccine,No
DNK,1966,IPV (Inactivated polio vaccine),Yes
DNK,1966,Measles-containing vaccine 2nd dose,No
DNK,1966,Seasonal Influenza vaccine,No
DNK,1965,IPV (Inactivated polio vaccine),Yes
DNK,1965,Measles-containing vaccine 2nd dose,No
DNK,1965,Seasonal Influenza vaccine,No
DNK,1964,IPV (Inactivated polio vaccine),Yes
DNK,1964,Measles-containing vaccine 2nd dose,No
DNK,1964,Seasonal Influenza vaccine,No
DNK,1963,IPV (Inactivated polio vaccine),Yes
DNK,1963,Measles-containing vaccine 2nd dose,No
DNK,1963,Seasonal Influenza vaccine,No
DNK,1962,IPV (Inactivated polio vaccine),Yes
DNK,1962,Seasonal Influenza vaccine,No
DNK,1961,IPV (Inactivated polio vaccine),Yes
DNK,1961,Seasonal Influenza vaccine,No
DNK,1960,IPV (Inactivated polio vaccine),Yes
DNK,1960,Seasonal Influenza vaccine,No
DNK,1959,IPV (Inactivated polio vaccine),Yes
DNK,1959,Seasonal Influenza vaccine,No
DNK,1958,IPV (Inactivated polio vaccine),Yes
DNK,1958,Seasonal Influenza vaccine,No
DNK,1957,IPV (Inactivated polio vaccine),Yes
DNK,1957,Seasonal Influenza vaccine,No
DNK,1956,IPV (Inactivated polio vaccine),Yes
DNK,1956,Seasonal Influenza vaccine,No
DNK,1955,IPV (Inactivated polio vaccine),Yes
DNK,1955,Seasonal Influenza vaccine,No
DNK,1954,Seasonal Influenza vaccine,No
DNK,1953,Seasonal Influenza vaccine,No
DNK,1952,Seasonal Influenza vaccine,No
DNK,1951,Seasonal Influenza vaccine,No
DNK,1950,Seasonal Influenza vaccine,No
DNK,1949,Seasonal Influenza vaccine,No
DNK,1948,Seasonal Influenza vaccine,No
DNK,1947,Seasonal Influenza vaccine,No
DNK,1946,Seasonal Influenza vaccine,No
DNK,1945,Seasonal Influenza vaccine,No
DNK,1944,Seasonal Influenza vaccine,No
DNK,1943,Seasonal Influenza vaccine,No
DNK,1942,Seasonal Influenza vaccine,No
DNK,1941,Seasonal Influenza vaccine,No
DNK,1940,Seasonal Influenza vaccine,No
DOM,2023,aP (acellular pertussis) vaccine,Yes
DOM,2023,Hepatitis A vaccine,No
DOM,2023,Hepatitis B vaccine,Yes
DOM,2023,HepB birth dose,Yes
DOM,2023,Hib (Haemophilus influenzae type B) vaccine,Yes
DOM,2023,HPV (Human Papilloma Virus) vaccine,Yes
DOM,2023,IPV (Inactivated polio vaccine),Yes
DOM,2023,IPV (Inactivated polio vaccine) 2nd dose,Yes
DOM,2023,Japanese Encephalitis,No
DOM,2023,Malaria vaccine,No
DOM,2023,Measles-containing vaccine 2nd dose,Yes
DOM,2023,Meningococcal meningitis vaccines (all strains),Yes (r)
DOM,2023,Mumps vaccine,Yes
DOM,2023,PCV (Pneumococcal conjugate vaccine),Yes
DOM,2023,PPV (Pneumococcal polysaccharide vaccine),No
DOM,2023,Rotavirus vaccine,Yes
DOM,2023,Rubella vaccine,Yes
DOM,2023,Seasonal Influenza vaccine,Yes
DOM,2023,Typhoid,No
DOM,2023,Varicella vaccine,No
DOM,2023,YF (Yellow fever) vaccine,No
DOM,2022,aP (acellular pertussis) vaccine,Yes
DOM,2022,Hepatitis A vaccine,No
DOM,2022,Hepatitis B vaccine,Yes
DOM,2022,HepB birth dose,Yes
DOM,2022,Hib (Haemophilus influenzae type B) vaccine,Yes
DOM,2022,HPV (Human Papilloma Virus) vaccine,Yes
DOM,2022,IPV (Inactivated polio vaccine),Yes
DOM,2022,IPV (Inactivated polio vaccine) 2nd dose,Yes
DOM,2022,Japanese Encephalitis,No
DOM,2022,Malaria vaccine,No
DOM,2022,Measles-containing vaccine 2nd dose,Yes
DOM,2022,Meningococcal meningitis vaccines (all strains),Yes (r)
DOM,2022,Mumps vaccine,Yes
DOM,2022,PCV (Pneumococcal conjugate vaccine),Yes
DOM,2022,PPV (Pneumococcal polysaccharide vaccine),No
DOM,2022,Rotavirus vaccine,Yes
DOM,2022,Rubella vaccine,Yes
DOM,2022,Seasonal Influenza vaccine,Yes
DOM,2022,Typhoid,No
DOM,2022,Varicella vaccine,No
DOM,2022,YF (Yellow fever) vaccine,No
DOM,2021,aP (acellular pertussis) vaccine,Yes (p)
DOM,2021,Hepatitis A vaccine,No
DOM,2021,Hepatitis B vaccine,Yes
DOM,2021,HepB birth dose,Yes
DOM,2021,Hib (Haemophilus influenzae type B) vaccine,Yes
DOM,2021,HPV (Human Papilloma Virus) vaccine,Yes
DOM,2021,IPV (Inactivated polio vaccine),Yes
